"","Date","stock","value","change"
"91",2007-01-30,"MSFT",24.448006,1.24672335240755
"92",2007-01-30,"IBM",82.2563,-0.221395807980652
"93",2007-01-30,"SBUX",15.833545,1.09953266940535
"94",2007-01-30,"AAPL",11.318134,0.210405708220099
"95",2007-01-30,"GSPC",1428.819946,0.659288388741457
"96",2007-01-31,"MSFT",24.752805,-0.972136289200343
"97",2007-01-31,"IBM",82.074188,-0.151287515631603
"98",2007-01-31,"SBUX",16.00764,-1.51688818589122
"99",2007-01-31,"AAPL",11.341948,-1.15479280984184
"100",2007-01-31,"GSPC",1438.23999,0.535373168145607
"101",2007-02-01,"MSFT",24.512174,-1.21072900347395
"102",2007-02-01,"IBM",81.95002,0.171715638385444
"103",2007-02-01,"SBUX",15.764822,-0.406855212193326
"104",2007-02-01,"AAPL",11.210972,0.0118009392941067
"105",2007-02-01,"GSPC",1445.939941,0.169445073790922
"106",2007-02-02,"MSFT",24.215398,-1.92116602832627
"107",2007-02-02,"IBM",82.090741,1.22012664010429
"108",2007-02-02,"SBUX",15.700682,-0.729496973443581
"109",2007-02-02,"AAPL",11.212295,-0.955754374996367
"110",2007-02-02,"GSPC",1448.390015,-0.0966607740664323
"111",2007-02-05,"MSFT",23.75018,-0.337723756198905
"112",2007-02-05,"IBM",83.092352,-0.527993238174313
"113",2007-02-05,"SBUX",15.586146,-1.02881751524719
"114",2007-02-05,"AAPL",11.105133,0.250181605209046
"115",2007-02-05,"GSPC",1446.98999,0.0698007592989614
"116",2007-02-06,"MSFT",23.66997,-0.47441547243194
"117",2007-02-06,"IBM",82.65363,-0.0100406963372426
"118",2007-02-06,"SBUX",15.425793,0
"119",2007-02-06,"AAPL",11.132916,2.3767088514815
"120",2007-02-06,"GSPC",1448,0.139504143646404
"121",2007-02-07,"MSFT",23.557676,-0.374531851104499
"122",2007-02-07,"IBM",82.645331,0.0803711464353629
"123",2007-02-07,"SBUX",15.425793,-0.742496674239056
"124",2007-02-07,"AAPL",11.397513,0.0348321603142782
"125",2007-02-07,"GSPC",1450.02002,-0.117926716625611
"126",2007-02-08,"MSFT",23.469445,-0.956942100676014
"127",2007-02-08,"IBM",82.711754,-1.07408071650856
"128",2007-02-08,"SBUX",15.311257,-1.37641867026332
"129",2007-02-08,"AAPL",11.401483,-3.37665722959023
"130",2007-02-08,"GSPC",1448.310059,-0.707721384402813
"131",2007-02-09,"MSFT",23.244856,-0.138021934831517
"132",2007-02-09,"IBM",81.823363,0.0304399612614296
"133",2007-02-09,"SBUX",15.10051,-0.879857700170394
"134",2007-02-09,"AAPL",11.016494,1.93346449423928
"135",2007-02-09,"GSPC",1438.060059,-0.326138256232586
"136",2007-02-12,"MSFT",23.212773,0.589459949485569
"137",2007-02-12,"IBM",81.84827,-0.294178484163442
"138",2007-02-12,"SBUX",14.967647,-0.0306060130894318
"139",2007-02-12,"AAPL",11.229494,-0.212057640353168
"140",2007-02-12,"GSPC",1433.369995,0.75974905558142
"141",2007-02-13,"MSFT",23.349603,1.34436118678336
"142",2007-02-13,"IBM",81.60749,0.925828009169254
"143",2007-02-13,"SBUX",14.963066,2.08205992007254
"144",2007-02-13,"AAPL",11.205681,0.708381757431783
"145",2007-02-13,"GSPC",1444.26001,0.764407996036668
"146",2007-02-14,"MSFT",23.663506,0.204077958693019
"147",2007-02-14,"IBM",82.363035,-0.282256475857153
"148",2007-02-14,"SBUX",15.274606,-0.359924177422324
"149",2007-02-14,"AAPL",11.28506,-0.105511180268417
"150",2007-02-14,"GSPC",1455.300049,0.103759358837207
